date,gm,zone,name,stack,flag,picked_count
2026-07-07,Amitava Dutta,East,BhagalpurHub_BGP_PL,MYE,Present,6
2026-07-07,Amitava Dutta,East,BhawanipatnaHub_BWP_PL,FK,Future,1
2026-07-07,Amitava Dutta,East,BhawanipatnaHub_BWP_PL,FK,Present,5
2026-07-07,Amitava Dutta,East,BhilaiHub_BIA_PL,EXT,Present,4
2026-07-07,Amitava Dutta,East,BhilaiHub_BIA_PL,FK,Future,13
2026-07-07,Amitava Dutta,East,BhilaiHub_BIA_PL,FK,Past,20
2026-07-07,Amitava Dutta,East,BhilaiHub_BIA_PL,FK,Present,1139
2026-07-07,Amitava Dutta,East,BhilaiHub_BIA_PL,MYE,Past,1
2026-07-07,Amitava Dutta,East,BhilaiHub_BIA_PL,MYE,Present,6
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,EXT,Future,6
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,EXT,Past,1
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,EXT,Present,3
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,FK,Future,3
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,FK,Past,4
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,FK,Present,163
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,MYE,Future,1
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,MYE,Past,8
2026-07-07,Amitava Dutta,East,BhubaneswarHub_BBI_PL,MYE,Present,21
2026-07-07,Amitava Dutta,East,BiharSharifHub_BSF_PL,FK,Future,4
2026-07-07,Amitava Dutta,East,BiharSharifHub_BSF_PL,FK,Past,63
2026-07-07,Amitava Dutta,East,BiharSharifHub_BSF_PL,FK,Present,333
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,EXT,Future,1
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,EXT,Past,2
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,EXT,Present,2
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,FK,Future,2
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,FK,Past,9
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,FK,Present,76
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,MYE,Past,2
2026-07-07,Amitava Dutta,East,BokaroHub_BKO_PL,MYE,Present,2
2026-07-07,Amitava Dutta,East,BolangirHub_BLG_PL,FK,Present,144
